,head,variable,value
2915,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,l_text_topics,topic_8
2916,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi219
2917,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi980
2918,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,l_text_topics,topic_12
2919,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi74
2920,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi693
2921,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi984
2922,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1377
2923,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi391
2924,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi134
2925,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,prerequisite,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07
2926,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,level,level_3
2927,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi631
2928,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi991
2929,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,prerequisite,Course1_W9-S2-L1_Introduction_0-30
2930,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi993
2931,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi442
2932,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi1260
2933,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi984
2934,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1284
2935,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi468
2936,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1111
2937,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1028
2938,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi145
2939,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi873
2940,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1106
2941,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi1293
2942,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi537
2943,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,concept_vocab_index,vi511
2944,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1206
2945,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1074
2946,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi159
2947,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi122
2948,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi55
2949,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi1206
2950,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,level,level_1
2951,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,l_text_topics,topic_12
2952,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,prerequisite,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28
2953,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,level,level_3
2954,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi648
2955,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1245
2956,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi826
2957,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,topic_6
2958,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi226
2959,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi43
2960,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi144
2961,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1284
2962,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi43
2963,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1003
2964,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi798
2965,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi512
2966,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,l_text_topics,topic_14
2967,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi43
2968,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1443
2969,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi391
2970,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi984
2971,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi1115
2972,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1442
2973,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi55
2974,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi1442
2975,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi586
2976,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi116
2977,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi945
2978,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,prerequisite,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05
2979,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi490
2980,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi984
2981,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1338
2982,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi818
2983,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1206
2984,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi47
2985,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi848
2986,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi631
2987,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1451
2988,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi873
2989,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi650
2990,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1345
2991,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi980
2992,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi468
2993,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1443
2994,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi351
2995,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi561
2996,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi991
2997,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi134
2998,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi43
2999,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi388
3000,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi905
3001,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,level,level_1
3002,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_6
3003,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,l_text_topics,topic_10
3004,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi17
3005,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi134
3006,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1200
3007,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,l_text_topics,topic_7
3008,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1345
3009,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1106
3010,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1284
3011,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi830
3012,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi245
3013,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,l_text_topics,topic_2
3014,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi873
3015,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,l_text_topics,topic_4
3016,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1403
3017,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1422
3018,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi468
3019,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1124
3020,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_10
3021,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1445
3022,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_6
3023,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,l_text_topics,topic_7
3024,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi329
3025,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi545
3026,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi432
3027,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_12
3028,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi116
3029,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi1206
3030,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi403
3031,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi982
3032,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,topic_4
3033,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1252
3034,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi112
3035,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1094
3036,Course2_W1-S2-L5_Sentence_Segmentation_5-31,level,level_3
3037,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,l_text_topics,topic_9
3038,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi345
3039,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi74
3040,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi770
3041,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1074
3042,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1341
3043,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi1115
3044,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_12
3045,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1072
3046,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi171
3047,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi144
3048,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,l_text_topics,topic_9
3049,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_0
3050,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi506
3051,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,level,level_1
3052,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi27
3053,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,l_text_topics,topic_6
3054,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1108
3055,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi570
3056,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi1252
3057,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi743
3058,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,topic_1
3059,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi218
3060,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,prerequisite,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51
3061,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi817
3062,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,l_text_topics,topic_8
3063,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi14
3064,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,prerequisite,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49
3065,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi43
3066,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,prerequisite,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18
3067,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1422
3068,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1255
3069,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi253
3070,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1111
3071,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi984
3072,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi837
3073,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1003
3074,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi137
3075,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1252
3076,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi972
3077,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi239
3078,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1206
3079,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi943
3080,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,prerequisite,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06
3081,Course1_W10-S1-L1_Introduction_1-02,concept_vocab_index,vi47
3082,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,prerequisite,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59
3083,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi134
3084,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi695
3085,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi818
3086,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi257
3087,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,topic_11
3088,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,l_text_topics,topic_8
3089,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi387
3090,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,l_text_topics,topic_2
3091,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi122
3092,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi43
3093,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi265
3094,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi873
3095,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1481
3096,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1206
3097,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi832
3098,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi293
3099,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi645
3100,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,level,level_2
3101,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi1230
3102,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi456
3103,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi484
3104,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi713
3105,Course1_W5-S2-L9_Summary_1-48,level,level_1
3106,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi625
3107,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi490
3108,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi253
3109,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1067
3110,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi262
3111,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi1108
3112,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi1261
3113,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi449
3114,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi468
3115,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1177
3116,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi993
3117,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi909
3118,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi78
3119,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi60
3120,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1124
3121,Course1_W4-S2-L1_Introduction_00-17,l_text_topics,topic_14
3122,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi1341
3123,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,l_text_topics,topic_10
3124,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi993
3125,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,l_text_topics,topic_9
3126,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi303
3127,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi557
3128,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi993
3129,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,topic_12
3130,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi151
3131,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi351
3132,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi134
3133,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi43
3134,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi1206
3135,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi43
3136,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi236
3137,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi511
3138,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1106
3139,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi257
3140,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi403
3141,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,level,level_1
3142,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1038
3143,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi770
3144,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1403
3145,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi205
3146,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi43
3147,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,l_text_topics,topic_1
3148,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1026
3149,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,level,level_2
3150,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi713
3151,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi75
3152,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1434
3153,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi974
3154,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi848
3155,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi770
3156,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi943
3157,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi642
3158,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi631
